status,name,address,rating,reviews,types,neighborhood,place_id,reason
FILTERED,"Remedy Place SoHo","11 Greene St, New York, NY 10013, USA",4.9,57,,,ChIJE4Zm12FZwokRujB68vExqV8,"excluded type: doctor"
FILTERED,"SAINT","242 W 29th St, New York, NY 10001, USA",5,13,,,ChIJccyVxX1ZwokRqMEWf9Ni55U,"no sauna-specific signals"
FILTERED,"Kove Studio Williamsburg","189 N 9th St, Brooklyn, NY 11211, USA",5,129,,,ChIJHRh5TmdZwokRXj6_FGcZFr0,"no sauna-specific signals"
FILTERED,"Haven","250 Mercer St, New York, NY 10012, USA",4.6,509,,,ChIJnaWk-Y5ZwokRJgKOOgyxJy8,"no sauna-specific signals"
FILTERED,"ZZ Day Spa","120 E 56th St 2 Floor, New York, NY 10022, USA",4.9,3090,,,ChIJU1OgmLJZwokRgMSgbiGbbUw,"no sauna-specific signals"
FILTERED,"Renew Day Spa","10 Bowery 2nd floor, New York, NY 10013, USA",4.9,5760,,,ChIJg7iUsCdawokRkEIKjzo1Lpk,"no sauna-specific signals"
FILTERED,"Shibui Spa","377 Greenwich St, New York, NY 10013, USA",4.3,80,,,ChIJkQxhg_VZwokRu69-xykT-IE,"no sauna-specific signals"
FILTERED,"Club 300 Tribeca - Luxury Gym | Personal Trainer","101 Leonard St # Phb, New York, NY 10013, USA",5,25,,,ChIJV8-33I1bwokRmRQQGU6Ppwo,"gym without confirmed saunas"
FILTERED,"Chelsea Piers Fitness","60 Chelsea Piers, New York, NY 10011, USA",4.3,310,,,ChIJpU_OQaNZwokRQzMcOH2BFzk,"excluded type: cafe"
FILTERED,"Crunch Fitness - Tribeca","80 Leonard St, New York, NY 10013, USA",3.9,224,,,ChIJkxxGPyBawokR6eMBub3Sgyo,"gym without confirmed saunas"
FILTERED,"PureGym - Formerly Blink Fitness","111 Nassau St, New York, NY 10038, USA",3.7,417,,,ChIJteLScRhawokR7WBODJGQ7Uk,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - FiDi","140 Broadway, New York, NY 10005, USA",4.1,310,,,ChIJzYoYXD1awokRYBW7MPPXVB8,"gym without confirmed saunas"
FILTERED,"the ness","200 Church St, New York, NY 10013, USA",5,102,,,ChIJ7RQ5DYpZwokRvCH_Y2pthHs,"gym without confirmed saunas"
FILTERED,"LIMITLESS NYC","371 Canal St, New York, NY 10013, USA",5,221,,,ChIJe5QyCk5ZwokRwe8c-L76UKY,"gym without confirmed saunas"
FILTERED,"GYM NYC","227 Mulberry St, New York, NY 10012, USA",4.5,161,,,ChIJTUSXNY9ZwokRUOIACFaFWiM,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - Union Square","113 4th Ave, New York, NY 10003, USA",3.9,312,,,ChIJEbV6OZlZwokRgPp0QZ-P9Fs,"gym without confirmed saunas"
FILTERED,"Solace New York","38 E 32nd St, New York, NY 10016, USA",4.8,210,,,ChIJK9OvHahZwokRYp57USO2Tak,"excluded type: clothing_store"
FILTERED,"Casa Cipriani New York","10 South St, New York, NY 10004, USA",4.6,284,,,ChIJ0dVHoBRawokRgbrPq2vhIxc,"excluded type: restaurant"
FILTERED,"The Marmara Park Avenue","114 E 32nd St, New York, NY 10016, USA",4.2,1062,,,ChIJ8_fA4AdZwokRtVMX4Yv9niQ,"excluded name: \bpark\b(?!.*(?:spa|sauna|bath|slope))"
FILTERED,"The Hotel Chelsea","222 W 23rd St, New York, NY 10011, USA",4.7,593,,,ChIJZ2_TLytZwokR03K2GtOG9h8,"excluded type: bar"
FILTERED,"The Strength Club NYC","1 E 28th St # 5b, New York, NY 10016, USA",5,116,,,ChIJBbwQg9tZwokR6GZpWQU50Wk,"gym without confirmed saunas"
FILTERED,"om.life Wellness * Modern Recovery Spa","18 Park View Ave Suite 2A, Jersey City, NJ 07302, USA",,,,,ChIJX_pnmLpQwokRrlyyzTc6hl4,"too few reviews (0)"
FILTERED,"Body Mind Salt","6925 3rd Ave, Brooklyn, NY 11209, USA",4.8,55,,,ChIJ2ziaAwJFwokR2spZmJ_ySFY,"no sauna-specific signals"
FILTERED,"Blue Light Floatation","148 W 23rd St, New York, NY 10011, USA",,,,,ChIJ0xhtM7tZwokR0q29WoqolXM,"too few reviews (0)"
FILTERED,"BRC Day Spa & Sauna Resort","24-20 Broadway, Fair Lawn, NJ 07410, USA",4.3,1340,,,ChIJBcLP-6T7wokRuKVIC84zIIY,"excluded type: restaurant"
FILTERED,"FICS by PRTL","136 W 17th St, New York, NY 10011, USA",4.9,40,,,ChIJBS_u3XRZwokR27lMuWEnUn8,"gym without confirmed saunas"
FILTERED,"Time Square Men's Spa","351 W 44th St, New York, NY 10036, USA",4.4,127,,,ChIJff_hSQBZwokRD_qUEIWibmg,"no sauna-specific signals"
FILTERED,"Body By Brooklyn","275 Park Ave, Brooklyn, NY 11205, USA",4,707,,,ChIJoSEl_MZbwokRcRiR7vpzqn8,"excluded type: night_club"
FILTERED,"Kings Spa","943-947 61st St, Brooklyn, NY 11219, USA",3.5,361,,,ChIJZYSt3klFwokRnLsT9y4OX3I,"no sauna-specific signals"
FILTERED,"Mermaid Spa","3703 Mermaid Ave, Brooklyn, NY 11224, USA",4.2,1123,,,ChIJt3wUK8JFwokR-rh1u1xOiFU,"no sauna-specific signals"
FILTERED,"Bamford Wellness Spa","60 Furman St, Brooklyn, NY 11201, USA",4.3,154,,,ChIJxWLy8DlawokRxepFX7fGl80,"no sauna-specific signals"
FILTERED,"overture spa","697 Lorimer St, Brooklyn, NY 11211, USA",4.9,208,,,ChIJT7k2HhFZwokR0j_jsBQQl58,"no sauna-specific signals"
FILTERED,"Brooklyn Athletic Club","8 Berry St, Brooklyn, NY 11249, USA",4.7,121,,,ChIJSwv8OUNZwokRcBTWmMInHko,"gym without confirmed saunas"
FILTERED,"Chelsea Piers Fitness","265 Schermerhorn St, Brooklyn, NY 11217, USA",4.1,284,,,ChIJU4CMLk1awokRYTWXZGWigqI,"excluded type: cafe"
FILTERED,"GYM NYC BK","85 Livingston St, Brooklyn, NY 11201, USA",4.7,29,,,ChIJfa1w5wRbwokRXUYvdpFMwvc,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - Ft. Greene","691 Fulton St, Brooklyn, NY 11217, USA",,,,,ChIJK0RBzbNbwokRngsQvJBplTY,"too few reviews (0)"
FILTERED,"Life Time","168 Front St, Brooklyn, NY 11201, USA",3.2,252,,,ChIJWfVbMZ1bwokR-MYYRjKGkUY,"excluded type: school"
FILTERED,"Crunch Fitness - Park Slope","314 Flatbush Ave, Brooklyn, NY 11238, USA",3.7,392,,,ChIJN4_DeqhbwokR4DY_D6YNSLw,"gym without confirmed saunas"
FILTERED,"Slope Fitness","808 Union St, Brooklyn, NY 11215, USA",4.7,83,,,ChIJXTKmZwdbwokRtIrHbTgkucg,"gym without confirmed saunas"
FILTERED,"Brooklyn Sports Club","1540 Van Siclen Ave, Brooklyn, NY 11239, USA",4.2,192,,,ChIJ9dYXHBpdwokRKQLyDISFPUY,"gym without confirmed saunas"
FILTERED,"Vibe Fitness Greenpoint","147 Greenpoint Ave, Brooklyn, NY 11222, USA",4.6,97,,,ChIJUU45_99ZwokRNFHfLNcnB9o,"gym without confirmed saunas"
FILTERED,"Greenhouse Holistic","218 N 7th St, Brooklyn, NY 11211, USA",4.8,170,,,ChIJnUH-m15ZwokRmcJLEXTxc1A,"no sauna-specific signals"
FILTERED,"Pure Qi Spa","268 Driggs Ave, Brooklyn, NY 11222, USA",4.5,315,,,ChIJP7pAd0VZwokR-eFYSVlV-qY,"no sauna-specific signals"
FILTERED,"The Spa at Equinox Williamsburg","246 Bedford Ave, Brooklyn, NY 11211, USA",5,1,,,ChIJ12BmPw5ZwokRUPHTAZfK7gE,"too few reviews (1)"
FILTERED,"Blue Ocean Relax Inc","553 Grand St, Brooklyn, NY 11211, USA",4.8,143,,,ChIJB-1xRABZwokRmbhegm5h_ss,"no sauna-specific signals"
FILTERED,"302 Grand Spa","302 Grand St, Brooklyn, NY 11211, USA",4.3,143,,,ChIJJUZZWGVZwokRiiNwo9uySoY,"no sauna-specific signals"
FILTERED,"Sunshine SPA","99 Graham Ave, Brooklyn, NY 11206, USA",4.6,67,,,ChIJt37fxfxbwokRaIhYTTlw_GU,"no sauna-specific signals"
FILTERED,"GLO Boutique Spa","74 N 8th St, Brooklyn, NY 11249, USA",4.9,75,,,ChIJo6a5m2dZwokR4Qc8-tNv9J8,"no sauna-specific signals"
FILTERED,"Chalk Gyms","193 N 9th St, Brooklyn, NY 11211, USA",4.7,117,,,ChIJPSFuQ1xZwokRKe4W9nYm6j0,"gym without confirmed saunas"
FILTERED,"Williamsburg Fitness","433 Park Ave, Brooklyn, NY 11205, USA",4.4,43,,,ChIJ-0DVtsdbwokREDkedK_Lmn4,"gym without confirmed saunas"
FILTERED,"PureGym - Formerly Blink Fitness","287 Broadway, Brooklyn, NY 11211, USA",3.8,569,,,ChIJIwCQkeBbwokRjYNQQ63OUUE,"gym without confirmed saunas"
FILTERED,"Absolute Power Gym","750 Grand St, Brooklyn, NY 11211, USA",4.8,600,,,ChIJhxDNaFZZwokR6w6NWj8d7GU,"gym without confirmed saunas"
FILTERED,"Form50 Fitness Williamsburg","335 Bedford Ave, Brooklyn, NY 11211, USA",4.9,282,,,ChIJsa75OpBbwokR8fFlU1UNs-8,"gym without confirmed saunas"
FILTERED,"SNS Strength Williamsburg","88 Waterbury St, Brooklyn, NY 11206, USA",4.4,97,,,ChIJNfVCItlbwokRImNlEQBdI6g,"gym without confirmed saunas"
FILTERED,"Williamsburg Athletic (WBA)","106 N 3rd St, Brooklyn, NY 11249, USA",5,21,,,ChIJUVy7bB1ZwokRjlgzbNuU1F8,"gym without confirmed saunas"
FILTERED,"Fit Club Williamsburg Physical Therapy","203 Berry St, Brooklyn, NY 11249, USA",4.9,143,,,ChIJJRYJcUBZwokR09z56sIGTME,"excluded type: doctor"
FILTERED,"BODYROK Williamsburg","237 Grand St, Brooklyn, NY 11211, USA",4.8,167,,,ChIJp3qjTO9ZwokROmEvM4HedCo,"gym without confirmed saunas"
FILTERED,"Gravity East Village","515 E 5th St # 1A, New York, NY 10009, USA",4.2,19,,,ChIJK3BIpIJZwokRx8WXAj_JBCE,"no sauna-specific signals"
FILTERED,"EV Garden Spa","422 E 14th St, New York, NY 10009, USA",5,4,,,ChIJP5_j655ZwokRn-5OXsZTqOY,"too few reviews (4)"
FILTERED,"East 6st Spa","236 E 6th St, New York, NY 10003, USA",5,3,,,ChIJX7dXiSpZwokRpRUURt_6kuU,"too few reviews (3)"
FILTERED,"Wood House Spa Center Inc","543 1/2 E 6th St, New York, NY 10009, USA",4.9,49,,,ChIJe2zgGXhZwokRcgMYYAkZW0c,"no sauna-specific signals"
FILTERED,"Dr Jane's La Casa Spa","41 E 20th St, New York, NY 10003, USA",4.3,30,,,ChIJ46eUfqFZwokRGjI29jsC3Pk,"no sauna-specific signals"
FILTERED,"The 14th Street Y","344 E 14th St, New York, NY 10003, USA",4.3,315,,,ChIJK5joHp5ZwokRwRU5RdJb4vo,"excluded type: school"
FILTERED,"HOTWORX - New York, NY - Greenwich Village","784 Broadway, New York, NY 10003, USA",4,37,,,ChIJlxF11pZZwokRO28gSABu5yE,"gym without confirmed saunas"
FILTERED,"GYM NYC East 3rd St.","155 E 3rd St, New York, NY 10009, USA",4.8,75,,,ChIJ4XU_fH9ZwokRSG7G-FDljLs,"gym without confirmed saunas"
FILTERED,"LIFTONIC East Village","32 E 1st St Lower Level, New York, NY 10003, USA",4.9,175,,,ChIJsxFMeB1ZwokRvexc-rHsW_E,"gym without confirmed saunas"
FILTERED,"StuyFitness","629 E 14th St, New York, NY 10009, USA",4.7,152,,,ChIJr9fK001ZwokRJsWBQmpjOSQ,"gym without confirmed saunas"
FILTERED,"Aesthetic Lab","132 W Houston St, Manhattan, NY 10012, USA",5,150,,,ChIJVyk_mAlZwokR8RqPmvT1Azc,"gym without confirmed saunas"
FILTERED,"S10 Recovery","109 Leroy St, New York, NY 10014, USA",4.3,15,,,ChIJv96EYJJZwokRvzUi0zbeL5g,"no sauna-specific signals"
FILTERED,"Body Roll Studio West Village","47 Greenwich Ave, New York, NY 10014, USA",5,20,,,ChIJ9-kZ5F1ZwokR6t-34HO42Rw,"no sauna-specific signals"
FILTERED,"Why Not Men's Spa","174-04 W 4th St, New York, NY 10014, USA",4.1,165,,,ChIJ1djL7pNZwokR3udrwk81SGw,"excluded type: store"
FILTERED,"All Seasons Spa","387 6th Ave, New York, NY 10014, USA",4.6,56,,,ChIJ-UVYAYdZwokRon0qoXsPQPc,"no sauna-specific signals"
FILTERED,"Renew Body Wellness","49 W 8th St 2nd Floor, New York, NY 10011, USA",4.5,336,,,ChIJNdgJxZZZwokRv1Q9GB8FdrE,"no sauna-specific signals"
FILTERED,"Morning Dew Mens Spa","26 Perry St, New York, NY 10014, USA",4.4,29,,,ChIJbdrkDr5ZwokRt-zpXZNqSXI,"no sauna-specific signals"
FILTERED,"The Spa at Equinox Greenwich","234 W 12th St, New York, NY 10014, USA",5,3,,,ChIJW334SBVZwokRBrLCBqJlQ08,"too few reviews (3)"
FILTERED,"All Seasons Spa","324 W 14th St, New York, NY 10014, USA",,,,,ChIJH-_8aE1ZwokRSOnP6Mm6oZQ,"too few reviews (0)"
FILTERED,"West Garden Spa","243 W 30th St suite 1, New York, NY 10001, USA",,,,,ChIJUZsrUABZwokRDwrGygp3nvg,"too few reviews (0)"
FILTERED,"Grind House Manhattan","47 W 17th St, New York, NY 10011, USA",5,8,,,ChIJ-9rDGFVZwokRM5dzybh4OUw,"too few reviews (8)"
FILTERED,"Performance HQ","108 W 14th St Floor 2, New York, NY 10011, USA",4.9,27,,,ChIJhRJi9exZwokRyvKHtN5JTXA,"gym without confirmed saunas"
FILTERED,"Continuum","676 Greenwich St, New York, NY 10014, USA",4.2,39,,,ChIJhzfz9o1ZwokRGH72lp06CSw,"gym without confirmed saunas"
FILTERED,"West Village Athletic (WVA)","131 Perry St, New York, NY 10014, USA",5,52,,,ChIJp_rRfKBZwokRz9fWgDL7pis,"gym without confirmed saunas"
FILTERED,"LIFTONIC West Village","13 Gansevoort St, New York, NY 10014, USA",4.9,252,,,ChIJR5Gwwb9ZwokRg9CWHb7jcYc,"gym without confirmed saunas"
FILTERED,"S10 Training","109 Leroy St, New York, NY 10014, USA",4.7,30,,,ChIJDblDpiBawokR2Qp9A5Wx9h8,"gym without confirmed saunas"
FILTERED,"The Spa at Equinox Greenwich Avenue","97 Greenwich Ave, New York, NY 10014, USA",,,,,ChIJteP3L5RZwokRrXxfmmBso9M,"too few reviews (0)"
FILTERED,"F45 Training West Village","80 Carmine St, New York, NY 10014, USA",4.8,75,,,ChIJf43jl7BZwokRI5rhkMXf6eo,"gym without confirmed saunas"
FILTERED,"Oasis Men's Spa","224 8th Ave Store #3, New York, NY 10011, USA",4.9,104,,,ChIJgYjOYCZZwokRkjvEb3xhVjw,"no sauna-specific signals"
FILTERED,"Chelsea Wellness","133 W 25th St, New York, NY 10001, USA",4.4,432,,,ChIJLQ2pkb5ZwokRlxKohyTLWfs,"no sauna-specific signals"
FILTERED,"Chelsea men spa","122 W 29th St, New York, NY 10001, USA",4.4,39,,,ChIJg63XfHFZwokRxAl8wPLmyMQ,"no sauna-specific signals"
FILTERED,"Refresh Body Wellness Spa","133 W 25th St, New York, NY 10001, USA",4.6,90,,,ChIJhUEsFqVZwokR-7soBruqnBA,"no sauna-specific signals"
FILTERED,"Banyan Tree Thai Spa","121 W 27th St Ste 206 (2nd Floor, New York, NY 10001, USA",4.8,457,,,ChIJg0Cezq1ZwokRj2rKOn6Rnm0,"no sauna-specific signals"
FILTERED,"Spa & Beauty Chelsea, NYC","124 W 24th St, New York, NY 10011, USA",4.9,56,,,ChIJSf5vklNZwokRthptyqWZlK0,"no sauna-specific signals"
FILTERED,"Gym U NYC","215 W 23rd St, New York, NY 10011, USA",4,169,,,ChIJQaRFYYtZwokRDshUjaFcP2k,"gym without confirmed saunas"
FILTERED,"The Fit Faction","127 W 26th St Store 2, New York, NY 10001, USA",5,41,,,ChIJKyl_vF1ZwokR7ixTU_1_6js,"gym without confirmed saunas"
FILTERED,"PureGym - Formerly Blink Fitness","308 8th Ave, New York, NY 10001, USA",4,427,,,ChIJkdedhLpZwokREX_Svdfz1bY,"gym without confirmed saunas"
FILTERED,"SWEAT440 Fitness Chelsea","600 6th Ave, New York, NY 10011, USA",4.9,305,,,ChIJ84XOFz1ZwokRrLVzX3LSwnU,"gym without confirmed saunas"
FILTERED,"Iron Bodyfit Chelsea, NYC","220 W 16th St, New York, NY 10011, USA",4.9,154,,,ChIJV6D2NLFZwokRMUKeUGl6H0E,"gym without confirmed saunas"
FILTERED,"New York Sports Club","128 8th Ave, New York, NY 10011, USA",3.9,421,,,ChIJewZ2mb5ZwokRWvQfqUOtT08,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - Chelsea","220 W 19th St, New York, NY 10011, USA",4.2,354,,,ChIJw6JherxZwokRdJEQ3JTVApM,"gym without confirmed saunas"
FILTERED,"soho spa","107 MacDougal St F2-01, New York, NY 10012, USA",4.6,121,,,ChIJVVW5KJJZwokRS6JEit1xdA0,"no sauna-specific signals"
FILTERED,"Soho Bubble Spa","429 Broome St, New York, NY 10013, USA",4,92,,,ChIJRYnbtnZZwokRD2nSSaMEkaU,"no sauna-specific signals"
FILTERED,"Taiji Jubest Spa","303 Canal St 2nd fl, New York, NY 10013, USA",4.3,285,,,ChIJqQWqQIpZwokRMoT1qANUiI0,"no sauna-specific signals"
FILTERED,"Eva Spa","222 Lafayette St Basement, New York, NY 10012, USA",5,5,,,ChIJR2IEoupZwokR2xHBdJmYShg,"too few reviews (5)"
FILTERED,"Chillhouse Soho Flagship","75 Varick St, New York, NY 10013, USA",4,284,,,ChIJV_-5n4ZZwokRSL8e4VJZTg8,"excluded type: cafe"
FILTERED,"The Spa at Equinox SoHo","69 Prince St, New York, NY 10012, USA",1,2,,,ChIJdS2qUKNZwokRrS-RwnjwVhg,"too few reviews (2)"
FILTERED,"Bliss Spa","568 Broadway #2, New York, NY 10012, USA",4,173,,,ChIJex7FHI9ZwokRKJc4XtKqgWU,"no sauna-specific signals"
FILTERED,"JDI Barbell Tribeca","Retail Level, 93 Worth St, New York, NY 10013, USA",4.7,44,,,ChIJkZn64i1bwokRXppyNjfR7jg,"gym without confirmed saunas"
FILTERED,"Hanson Fitness - SOHO","42 Wooster St, New York, NY 10012, USA",4.8,39,,,ChIJcaHsB4xZwokR8c11NWxXqZE,"gym without confirmed saunas"
FILTERED,"SoHo Strength Lab","182 Mulberry St, New York, NY 10012, USA",4.9,39,,,ChIJSRhv7IhZwokRG7onKQTCYxA,"gym without confirmed saunas"
FILTERED,"Naturopathica Tribeca at Nexus Club","100 Church St 7th Floor, New York, NY 10007, USA",4.9,108,,,ChIJua5XIWhbwokRudQVpaXhHng,"no sauna-specific signals"
FILTERED,"The Spa at Equinox Tribeca","54 Murray St, New York, NY 10007, USA",,,,,ChIJsVd0lLlbwokRl7Iz6EO-nxQ,"too few reviews (0)"
FILTERED,"HigherDOSE","Spa Level, 54 Murray St, New York, NY 10007, USA",5,3,,,ChIJiRO_n3ZbwokRZPzPcAUwEPk,"too few reviews (3)"
FILTERED,"La Réserve Aesthetics Med Spa + Wellness","177 Duane St, New York, NY 10013, USA",5,23,,,ChIJFwDdTnxbwokRivTHJ5Rknjk,"no sauna-specific signals"
FILTERED,"Spring Bloom Spa","110 Church St, New York, NY 10007, USA",4.9,106,,,ChIJ5f8e8lFbwokRfOZ034ABXQE,"no sauna-specific signals"
FILTERED,"Aesthetic Lab Tribeca","28 Warren St 2nd floor, New York, NY 10007, USA",5,23,,,ChIJjaT77wZbwokRkap4Rg8FaXY,"no sauna-specific signals"
FILTERED,"Action Black Tribeca","152 Franklin St, New York, NY 10013, USA",4.9,82,,,ChIJV3mHo_pZwokRFsFR1z2--Ag,"gym without confirmed saunas"
FILTERED,"The Live Well Company","256 West St, New York, NY 10013, USA",5,29,,,ChIJfelmOPRZwokR2S1WtOzQ0xo,"gym without confirmed saunas"
FILTERED,"Tribeca View","225 Broadway # 2700, New York, NY 10007, USA",4.9,17,,,ChIJD17RZA5bwokRKsFElZpKKxI,"gym without confirmed saunas"
FILTERED,"SotoMethod Tribeca","68 Thomas St, New York, NY 10013, USA",5,30,,,ChIJ2Xg5_MZbwokRIxL5TfSfYmU,"gym without confirmed saunas"
FILTERED,"The Lodge","450 Greenwich St, New York, NY 10013, USA",5,15,,,ChIJpXCRRupZwokR0PhedrFtG60,"gym without confirmed saunas"
FILTERED,"FemFit Body Lab","100 Barclay St, New York, NY 10007, USA",4.3,6,,,ChIJn4xlUydbwokRt2PQNu07VdU,"too few reviews (6)"
FILTERED,"Yihan Spa","926 2nd Ave 2nd Floor, New York, NY 10022, USA",5,1674,,,ChIJ0bHN9OJYwokRaAluhqDbd0Y,"no sauna-specific signals"
FILTERED,"DTX Gravity Colonics","226 E 54th St 6th Floor, New York, NY 10022, USA",4.9,47,,,ChIJnyiWhuNYwokRozl_cDWDrJY,"excluded type: store"
FILTERED,"NY Health Spa | midtown massage NYC","5 W 37th St B1, New York, NY 10018, USA",4.3,16,,,ChIJK0ozHQxZwokRa5bgOe95x3c,"no sauna-specific signals"
FILTERED,"Noble Men’s Spa – Luxury Day Spa & Massage for Men, NYC","274 Madison Ave 13th Floor, Suit 1302, New York, NY 10016, USA",4.9,159,,,ChIJRYsfOQBZwokRhjOoi5V3b3c,"no sauna-specific signals"
FILTERED,"Renew Cozy Spa","34 W 36th St., New York, NY 10018, USA",4.9,264,,,ChIJT4n-bgBZwokRpIbupyxD2Yk,"no sauna-specific signals"
FILTERED,"Oasis Day Spa","1 Park Ave, New York, NY 10016, USA",4.5,455,,,ChIJA_ke6gdZwokRdk3AmAFCoOQ,"no sauna-specific signals"
FILTERED,"Crunch Fitness - 38th Street","1385 Broadway, New York, NY 10018, USA",4,292,,,ChIJ0WXGnqtZwokRkz4qZohHaNQ,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - 59th Street","1109 2nd Ave, New York, NY 10022, USA",3.9,317,,,ChIJIa4fe-ZYwokR_PsMGPSu68U,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - 34th Street","222 E 34th St, New York, NY 10016, USA",3.4,354,,,ChIJY4w6_QVZwokRUJqjUE3yp9o,"gym without confirmed saunas"
FILTERED,"Mid City Gym & Tanning","345 W 42nd St, New York, NY 10036, USA",4.2,292,,,ChIJIdJdHFNYwokRw6N6wI4BKc0,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - Midtown East","511 Lexington Ave, New York, NY 10017, USA",,,,,ChIJC91EOFNZwokRyvd3nVxjjWk,"too few reviews (0)"
FILTERED,"Equinox Bryant Park","129 W 41st St, New York, NY 10036, USA",3.9,158,,,ChIJjduI26pZwokRD7GqFS8Hcl8,"excluded name: \bpark\b(?!.*(?:spa|sauna|bath|slope))"
FILTERED,"Spring spa","171 E 92nd St, New York, NY 10128, USA",4.6,18,,,ChIJu_NLErhZwokR0WhNdfHsdBw,"no sauna-specific signals"
FILTERED,"The Monterey Health Club","175 E 96th St, New York, NY 10128, USA",4.5,40,,,ChIJb2_jb6ZYwokRoK3koggliWQ,"gym without confirmed saunas"
FILTERED,"The LIV Method UES","157 East 86th St 3rd Floor, New York, NY 10028, USA",4.5,13,,,ChIJR5f4NwNZwokRr0cKgTlKLD4,"gym without confirmed saunas"
FILTERED,"Amenity Spa 90","341 E 90th St #1FL, New York, NY 10128, USA",4.6,90,,,ChIJVxmCiRRZwokR0nLoPYttd94,"no sauna-specific signals"
FILTERED,"Yihan Spa","200a E 62nd St, New York, NY 10065, USA",5,1045,,,ChIJnT-ApGpZwokRxJfWindTTsE,"no sauna-specific signals"
FILTERED,"Four Seasons Spa","1760 2nd Ave, New York, NY 10128, USA",4.6,88,,,ChIJA-3XlBdZwokRzM5pnK-aRyc,"excluded type: park"
FILTERED,"East Natural Therapy 88 Spa","438 E 75th St, New York, NY 10021, USA",4.6,57,,,ChIJH07ikr9YwokR7Y_WewVa32A,"no sauna-specific signals"
FILTERED,"Lee Spa Massage & Wellness","1626 3rd Ave, New York, NY 10128, USA",5,34,,,ChIJyfZrkAxZwokRO6lujPqP_8c,"no sauna-specific signals"
FILTERED,"92NY May Center for Health, Fitness & Sport","1395 Lexington Ave, New York, NY 10128, USA",4.3,164,,,ChIJbQ4shqRYwokRlMNaz-_v4IM,"gym without confirmed saunas"
FILTERED,"Health Spa","419 E 82nd St, New York, NY 10028, USA",3,8,,,ChIJvRePTPZZwokRKgeFxJIHAXA,"too few reviews (8)"
FILTERED,"The Spa at Fifth Avenue","875 5th Ave # 1cde, New York, NY 10065, USA",5,16,,,ChIJWQWpb0pZwokRqsZsT3k-nJ8,"no sauna-specific signals"
FILTERED,"Epic Men’s Spa","810 Lexington Ave 2 FL, New York, NY 10065, USA",4.6,20,,,ChIJa607DUhZwokR_b6WeJQ5Y04,"no sauna-specific signals"
FILTERED,"Dream | Spa | Massage","799 Lexington Ave #2a, New York, NY 10065, USA",4.1,10,,,ChIJMUi1s-NZwokRpUfL1vAafdU,"no sauna-specific signals"
FILTERED,"The Surrey Spa","20 E 76th St Floor 2, New York, NY 10021, USA",5,4,,,ChIJy2qJGUtZwokR-D0SsyHNzF4,"too few reviews (4)"
FILTERED,"SPA 81","320 E 81st St, New York, NY 10028, USA",4.6,31,,,ChIJ98cRMOpZwokRV_psp8ZWEpY,"no sauna-specific signals"
FILTERED,"Ocean Healing Spa","208 E 82nd St, New York, NY 10028, USA",4.5,97,,,ChIJ2bdznr5YwokRntjSo_-1L34,"no sauna-specific signals"
FILTERED,"Spa Valmont at the Carlyle","35 E 76th St 3rd Floor, New York, NY 10021, USA",4.6,43,,,ChIJo2upiu5YwokRtIrt84oT3Ps,"no sauna-specific signals"
FILTERED,"The Couple Spa","320 E 65th St, New York, NY 10065, USA",4.5,391,,,ChIJTQO3N-hYwokRXbcjLuPod-U,"no sauna-specific signals"
FILTERED,"The Spa at Equinox East 85th Street","203 E 85th St, New York, NY 10028, USA",5,1,,,ChIJbVT6FTxZwokRBbS_cg9A2C8,"too few reviews (1)"
FILTERED,"Amenity Spa 85","240 E 85th St, New York, NY 10028, USA",4.1,172,,,ChIJueOxW75ZwokRLBZGUfTYjA4,"no sauna-specific signals"
FILTERED,"Crunch Fitness - 81st Street","1438 3rd Ave, New York, NY 10028, USA",3.4,364,,,ChIJNbrTgb5YwokRv5cVKR3a2nQ,"gym without confirmed saunas"
FILTERED,"Fitness Lounge","1695 1st Ave, New York, NY 10128, USA",5,11,,,ChIJFbPHfc1ZwokRCjeNONp_CgI,"gym without confirmed saunas"
FILTERED,"Workshoppe Fitness","1120 3rd Ave, New York, NY 10065, USA",5,30,,,ChIJzzurcABZwokRr9Bd13tlfCU,"gym without confirmed saunas"
FILTERED,"New York Sports Club","349 E 76th St, New York, NY 10021, USA",3.8,614,,,ChIJ70vDn8BYwokR4HmfR6-HBOg,"gym without confirmed saunas"
FILTERED,"Synergy Fitness Clubs","1781 2nd Ave, New York, NY 10128, USA",4.6,542,,,ChIJozrBd6VYwokROEO_Ill3O4A,"gym without confirmed saunas"
FILTERED,"Crunch Fitness - 66th Street","1131 3rd Ave, New York, NY 10065, USA",3.9,206,,,ChIJian9c-lYwokRgHlCvlHb6sU,"gym without confirmed saunas"
FILTERED,"New York Sports Club","1637 3rd Ave, New York, NY 10128, USA",4,850,,,ChIJWeyu-aRYwokRIT7F3EekazM,"gym without confirmed saunas"
FILTERED,"Upper West Spa","189 A Amsterdam Ave, New York, NY 10023, USA",5,157,,,ChIJq8SBjDBZwokRMmbxf2h3pW4,"no sauna-specific signals"
